player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,pos,player_tier
Isaiah Jackson,Kentucky,SEC,25,51.1,108,21.3,54,58.69,11.3,23.4,7.5,19.8,63,90,0.7,74,135,0.548,0,2,0,12.8,2.1,65.7,Fr,10-Jun,23,2.26699,117.225,5.8,2021,73524,all,94.4,0.47368424,55,80,19,54,0.6875,0.3519,23,25,0.92,22,89.5823,83.8276,3.07957,138.92,9.6086,1.23262,8.37598,7.44334,20.64,1.98073,5.46261,2.12,4.48,6.6,0.72,0.76,2.6,8.44,C,6
Isaiah Joe,Arkansas,SEC,26,72.1,104.6,22.9,49.7,54.44,1.7,11.5,10,11.7,81,91,0.89,38,85,0.447,94,275,0.342,0.8,2.2,25.3,So,05-Jun,1,3.14986,110.771,2,2020,66609,all,66,1,15,22,23,63,0.6818,0.3651,3,3,1,49,98.1214,94.0623,4.12199,167.73,3.74544,3.94036,-0.194923,4.34212,36.0385,3.65953,0.682598,0.5385,3.5769,4.1154,1.7308,1.3846,0.2692,16.8846,Wing G,6
Isaiah Livers,Michigan,B10,23,64.6,121.9,18.9,57,60.53,4.5,16.6,11.6,11.3,47,54,0.87,52,107,0.486,50,116,0.431,2.3,1.1,24.2,Sr,07-Jun,2,4.58919,127.324,2,2021,50343,all,73.6,1.7692853,28,49,24,58,0.5714,0.4138,10,10,1,42,95.9651,89.4259,4.12684,138.652,9.32754,5.8013,3.52624,9.13911,31.6087,6.18608,2.95303,1.087,4.913,6,2,0.5652,0.7391,13.087,Wing F,6
Isaiah Roby,Nebraska,B10,35,77.8,102.9,21.9,49.7,53.19,6.6,17.8,12.5,17.3,90,133,0.677,120,242,0.496,28,84,0.333,6.4,2.4,40.8,Jr,08-Jun,15,2.757,112.991,4.1,2019,44213,all,73.6,0.97144997,99,163,21,79,0.6074,0.2658,28,33,0.8485,45,96.0961,91.0837,4.14359,238.984,6.17823,1.44872,4.72951,5.41203,31.2286,2.16458,3.24746,1.8857,5.0286,6.9143,1.9429,1.2571,1.8857,11.8286,Stretch 4,6
Jake Layman,Maryland,B10,35,79.1,116.5,17.2,60.1,64.02,4.3,14.4,6.8,18.1,77,91,0.846,81,134,0.604,57,143,0.399,3.4,2.1,32.9,Sr,09-Jun,10,3.3087,117.104,2.5,2016,26773,all,86.4,0.68969888,57,72,24,62,0.7917,0.3871,22,24,0.9167,47,98.339,93.9387,3.84351,213.062,6.94977,3.75401,3.19576,6.8777,31.7429,4.24349,2.63421,1.0286,4.2571,5.2857,1.1429,1.1429,1.0286,11.7143,Wing F,6
Jalen Johnson,Duke,ACC,13,28.7,102.6,28.8,56.5,57.91,7.9,25.3,20.5,23.8,24,38,0.632,49,90,0.544,8,18,0.444,6,3.1,35.2,Fr,09-Jun,1,2.53346,119.397,4.2,2021,73238,all,97.8,0.87878663,41,64,8,27,0.6406,0.2963,8,8,1,20,94.6895,89.6793,2.78835,67.525,7.16034,2.03185,5.1285,7.71891,21.3846,4.06821,3.6507,1.4615,4.5385,6,2.2308,1.1538,1.2308,11.2308,PF/C,6
Jalen Smith,Maryland,B10,31,78.1,120.1,22.6,59,62.65,11.5,25.4,6.1,14.3,111,148,0.75,136,225,0.604,32,87,0.368,8.3,1.3,47.4,So,10-Jun,25,4.98297,131.329,3,2020,65495,all,97,0.4717202,114,158,22,67,0.7215,0.3284,49,52,0.9423,10,87.8759,83.2995,4.77205,242.621,9.73506,4.46238,5.27268,10.7929,31.2258,7.03818,3.75472,3.1935,7.3226,10.5161,0.8065,0.7097,2.3548,15.4516,PF/C,6
James Anderson,Oklahoma St.,B12,33,84.8,117.5,30.7,53.2,59.61,6.7,12.9,16.5,13.1,209,258,0.81,152,277,0.549,74,217,0.341,2,2.4,52.2,Jr,06-Jun,23,6.49061,139.629,3.1,2010,2812,all,96,1.02563887,117,184,35,93,0.6359,0.3763,22,24,0.9167,20,98.1485,93.2981,3.9099,217.438,10.434,8.45581,1.97822,11.3054,34.0606,9.4241,1.88125,1.9394,3.8788,5.8182,2.4242,1.3939,0.6061,22.2727,Wing G,6
James Bouknight,Connecticut,BE,15,51.4,106.2,30.2,49.8,54.57,5.3,15,12.8,17.7,63,81,0.778,76,144,0.528,22,75,0.293,0.9,2.2,37,So,05-Jun,2,4.56274,127.125,2.4,2021,70319,all,86.8,0.64285714,52,79,24,65,0.6582,0.3692,12,12,1,11,97.5146,92.9668,3.73664,85.7659,4.43505,3.90627,0.528775,7.92452,31.6667,6.1589,1.76562,1.5333,4.1333,5.6667,1.8,1.1333,0.2667,18.7333,Wing G,6
James Wiseman,Memphis,Amer,3,5.5,140.6,26.8,76.9,75.98,21.8,26.5,4.4,8.8,19,27,0.704,20,25,0.8,0,1,0,13.6,0.8,103.8,Fr,01-Jul,32,5.27184,151.396,2.9,2020,70562,all,100,0.33329999,17,19,3,6,0.8947,0.5,9,10,0.9,2,80.0012,79.1389,3.84701,19.713,13.8093,8.52557,5.28375,17.2429,23,11.9313,5.31168,4.3333,6.3333,10.6667,0.3333,0.3333,3,19.6667,C,6
Jarell Martin,LSU,SEC,33,85.9,106.5,24.6,52.6,56.54,9.7,18.1,10.5,18.4,140,203,0.69,188,345,0.545,14,52,0.269,1.8,1.9,51.1,So,09-Jun,12,3.76806,117.024,3.2,2015,28739,all,97.8,0.64130707,137,206,51,139,0.665,0.3669,45,45,1,25,93.3404,90.8088,4.3606,240.893,4.40655,2.44395,1.9626,4.03898,35.1212,2.7688,1.27018,2.9697,6.2727,9.2424,1.7879,1.1515,0.697,16.9091,Wing F,6
Jaylen Nowell,Washington,P12,36,85.7,108.6,25.1,56.1,59.15,3.5,14.9,20.8,20.3,95,122,0.779,167,318,0.525,51,116,0.44,0.8,2.2,28.1,So,04-Jun,5,3.80296,119.413,2.6,2019,52287,all,86.8,1.05661591,91,127,76,191,0.7165,0.3979,8,10,0.8,43,97.3948,93.8527,4.23752,221.631,3.51724,2.14254,1.37471,4.10466,34.4167,2.9467,1.15796,0.9722,4.3056,5.2778,3.1111,1.2778,0.25,16.1667,Wing G,6
Jeff Ayres,Arizona St.,P10,35,80.2,130.8,20.2,66,68.99,11,21.9,6.7,12.3,113,145,0.779,198,299,0.662,0,1,0,3.3,1,48.3,Sr,10-Jun,,5.88808,137.154,3.3,2009,49752,all,,0.72090181,,,,,,,,,,31,95.9973,89.8587,4.05345,210.51,7.45978,4.83715,2.62263,7.47108,32.5429,5.79765,1.67343,2.4857,5.7143,8.2,0.8857,0.4857,0.8571,14.5429,,6
Jeff Withey,Kansas,B12,37,76,113.7,21,58.3,62.07,8.8,20.9,6.2,17.8,137,192,0.714,184,317,0.58,1,1,1,13.7,1.4,60.4,Sr,Jul-00,5,3.75176,119.463,2.7,2013,10238,all,94.6,0.4794222,139,202,45,115,0.6881,0.3913,50,54,0.9259,39,83.0455,78.5563,4.99547,289.791,11.1432,1.73544,9.40775,10.4486,30.9189,4.19522,6.25337,2.1351,6.3784,8.5135,0.9459,0.7568,3.9459,13.7297,PF/C,6
Jeffery Taylor,Vanderbilt,SEC,36,79.5,111.6,25.6,57,58.03,8.4,12.1,12.6,16.1,95,157,0.605,144,270,0.533,66,156,0.423,1.4,2.4,36.9,Sr,07-Jun,44,4.51338,125.241,2.3,2012,8208,all,90.6,0.78481589,110,162,34,108,0.679,0.3148,24,24,1,31,98.1097,92.6213,3.72256,208.04,8.41556,6.21256,2.20301,7.53626,32.1389,6.08077,1.45549,2.1389,3.4167,5.5556,1.7222,1.2778,0.4444,16.1389,Wing G,6
Jeremy Evans,Western Kentucky,SB,34,65.3,129.2,17.3,65.6,66.82,13.5,17.8,5.9,14,64,93,0.688,134,199,0.673,3,12,0.25,7.2,1.9,44.1,Sr,09-Jun,40,3.49748,123.099,4.4,2010,331,all,,0.69446545,113,139,21,60,0.8129,0.35,61,64,0.9531,55,95.1372,95.7192,2.78986,192.491,8.08383,3.91722,4.16661,6.18888,26.5,4.051,2.13788,2.9706,3.9412,6.9118,0.7353,0.8235,1.7941,10.0294,C,6
Jericho Sims,Texas,B12,26,58.3,112.1,18.3,68.6,65.04,10.3,22,5.4,20.7,52,100,0.52,94,136,0.691,0,1,0,4.6,1.7,73,Sr,10-Jun,20,2.60328,116.27,4.1,2021,51301,all,89.6,0.4047295,86,108,8,28,0.7963,0.2857,59,62,0.9516,58,92.7025,88.1333,3.28385,144.124,6.58968,2.31043,4.27925,5.86786,24.5385,3.03355,2.83431,2.1538,5.0769,7.2308,0.6538,0.7308,1.0769,9.2308,C,6
Jerome Robinson,Boston College,ACC,35,89,114.7,26.3,56.4,60.73,1.6,9.4,19.5,16.5,146,176,0.83,169,317,0.533,81,198,0.409,0.4,1.4,34.2,Jr,05-Jun,1,5.10268,128.733,2.8,2018,43548,all,38.6,1.20831973,98,157,71,161,0.6242,0.441,12,13,0.9231,13,108.007,103.881,3.15995,209.282,2.81816,4.38235,-1.5642,4.82193,36,5.22217,-0.40024,0.5143,3.0857,3.6,3.3143,0.8571,0.1429,20.7714,Combo G,6
Jevon Carter,West Virginia,B12,37,88.3,117.3,25.1,49.8,54.92,2.3,12.9,35.2,16.8,133,155,0.858,138,313,0.441,77,196,0.393,1.2,4.8,30.5,Sr,02-Jun,2,5.45024,131.926,3.4,2018,33739,all,40.4,2.51023176,68,145,70,167,0.469,0.4192,2,2,1,32,94.3123,89.7224,4.86782,299.61,11.3317,7.78875,3.54295,11.1353,35.4324,6.54098,4.59429,0.7838,3.8649,4.6486,6.6486,3.027,0.3514,17.2973,Pure PG,6
Jimmer Fredette,BYU,MWC,36,89.4,114.7,36.6,53.1,59.2,2,8.5,28.6,15.3,250,280,0.893,221,450,0.491,121,308,0.393,0.1,2.1,36.9,Sr,02-Jun,32,7.42677,144.768,1.5,2011,3137,all,54.4,1.19232373,109,151,112,299,0.7219,0.3746,2,3,0.6667,10,99.0445,95.5029,3.90002,215.402,7.05925,8.24222,-1.18298,10.1931,36.1389,10.0698,0.123288,0.6389,2.8611,3.5,4.3056,1.3333,0.0278,29.3056,Scoring PG,6
John Jenkins,Vanderbilt,SEC,35,80.9,126.4,23.6,62,65.58,1.7,8.2,8.4,12,128,153,0.837,83,153,0.542,134,305,0.439,1,1.5,33.4,Jr,03-Jun,23,6.27491,138.698,1.4,2012,11858,all,95.4,0.76365026,47,64,36,89,0.7344,0.4045,1,1,1,23,102.238,96.4593,3.45085,175.039,8.45478,8.36461,0.090178,11.3378,33.6286,10.1899,1.14788,0.4571,2.4286,2.8857,1.2,0.8286,0.3143,19.8857,Combo G,6
Jon Leuer,Wisconsin,B10,34,83.1,116.8,29.4,52.6,56.8,6.5,22.6,12.8,11.3,113,134,0.843,173,337,0.513,54,146,0.37,3.1,1,27.7,Sr,10-Jun,30,6.02112,137.105,2.6,2011,1932,all,84,1.03708601,57,75,116,262,0.76,0.4427,17,18,0.9444,40,98.659,91.8777,4.04456,196.596,6.9244,5.3846,1.5398,8.76528,33.5,7.50485,1.26043,1.6765,5.5588,7.2353,1.6471,0.5,0.8824,18.2647,PF/C,6
Jonny Flynn,Syracuse,BE,37,90.7,111.9,24.9,50.6,56.57,1.9,5.9,32.6,20.5,175,223,0.785,168,325,0.517,45,140,0.321,0.4,2,48,So,Jun-00,,5.36686,126.92,1.5,2009,2115,all,96.6,1.95277362,,,,,,,,,,6,103.602,97.009,3.68145,214.199,4.75927,5.21382,-0.454556,5.64943,37.4865,5.10228,0.547152,0.5946,2.2162,2.8108,6.7027,1.3514,0.1622,17.4595,,6
Jordan Bell,Oregon,P12,38,72.5,119.9,19.2,64,65.53,12.4,21.8,11.5,20.6,77,111,0.694,168,254,0.661,2,13,0.154,8.5,2.6,41.6,Jr,09-Jun,1,3.68127,123.503,2.4,2017,38340,all,80.2,0.93333677,131,178,36,75,0.736,0.48,50,55,0.9091,38,88.8529,84.6422,4.45854,276.109,11.9252,4.14202,7.78319,9.83705,28.8205,5.05442,4.78263,2.8718,5.8974,8.7692,1.7949,1.2564,2.2564,10.9487,C,6
Jordan Hamilton,Texas,B12,36,80,113.6,27.1,52.2,55,7,18.5,14.6,14.3,95,122,0.779,153,318,0.481,90,234,0.385,1.8,1.6,22.1,So,07-Jun,3,4.90635,129.112,2.2,2011,11388,all,98.8,0.98700263,67,93,86,225,0.7204,0.3822,13,14,0.9286,26,89.7318,85.4175,4.60922,237.627,8.99992,6.17444,2.82548,10.7346,32.2222,8.31412,2.42047,2,5.6667,7.6667,2.1111,0.8611,0.6389,18.6389,Stretch 4,6
Jordan McRae,Tennessee,SEC,36,80.4,115.3,28.6,50.7,56.01,2.6,10.2,17.8,14.4,164,208,0.788,139,282,0.493,77,220,0.35,3.3,1.4,41.4,Sr,06-Jun,52,5.15268,133.849,2.6,2014,16656,all,92,1.17104825,89,127,50,155,0.7008,0.3226,16,20,0.8,58,100.038,95.6809,3.79517,183.707,7.54509,5.6993,1.84579,9.951,32.3889,7.76945,2.18155,0.7222,2.8056,3.5278,2.4722,0.6944,1.0278,18.6944,Wing G,6
Jordan Nwora,Louisville,ACC,31,82.2,111.2,26,52.8,56.85,6,19.8,8.4,14.5,104,128,0.813,113,241,0.469,76,189,0.402,0.9,1.3,29.8,Jr,07-Jun,33,4.56929,125.37,2.7,2020,50605,all,82.6,0.61536625,62,103,54,143,0.6019,0.3776,21,26,0.8077,45,93.2958,90.2417,4.23486,206.287,5.90936,4.49834,1.41102,7.14773,33.1613,5.64108,1.50666,1.6774,6.0323,7.7097,1.2903,0.7419,0.2581,18,Wing F,6
Joseph Young,Oregon,P12,35,91.1,113.1,27.6,52.4,56.89,1.7,11.4,21,14.3,124,133,0.932,164,324,0.506,91,250,0.364,0.1,1.8,23.2,Sr,02-Jun,3,5.53925,129.197,1.6,2015,20453,all,78.8,1.54019948,76,119,88,206,0.6387,0.4272,18,19,0.9474,43,105.879,100.504,3.40219,206.835,5.1258,5.99927,-0.87347,6.1663,36.7222,6.45888,-0.292582,0.5278,3.9167,4.4444,3.7222,1.1389,0.0278,20.6944,Combo G,6
Josh Christopher,Arizona St.,P12,15,44.2,99.2,24.3,48.3,52.94,2.4,16.2,9.8,13.2,44,55,0.8,58,117,0.496,18,59,0.305,1.9,2.7,31.3,Fr,05-Jun,13,2.4801,109.494,4.3,2021,72758,all,98,0.80770784,32,44,26,73,0.7273,0.3562,10,11,0.9091,24,103.024,96.7446,3.12196,93.0764,2.53864,1.34261,1.19603,3.37013,29.7333,2.14686,1.22328,0.6667,4.0667,4.7333,1.4,1.4667,0.5333,14.2667,Wing G,6
Josh Jackson,Kansas,B12,35,74,108.2,27.3,55.2,55.95,8.7,17.4,18.2,18.4,98,173,0.566,186,339,0.549,34,90,0.378,3.5,3.1,40.3,Fr,08-Jun,11,4.09041,125.652,3.9,2017,45182,all,100,1.07216571,131,190,55,149,0.6895,0.3691,57,67,0.8507,4,95.418,89.032,4.21538,249.205,9.08058,4.44679,4.63379,8.60621,30.7714,5.1048,3.50141,2.3143,5.0571,7.3714,2.9714,1.6857,1.0571,16.3429,Wing F,6
JT Thor,Auburn,SEC,27,57.6,105.7,19.7,49.7,54.67,7.7,15.3,7.1,18.5,63,85,0.741,62,117,0.53,22,74,0.297,5.8,1.9,44.5,Fr,10-Jun,10,2.10782,111.614,3.5,2021,73213,all,90.2,0.54763432,44,67,18,50,0.6567,0.36,20,24,0.8333,37,100.674,95.3732,2.54962,135.266,3.73433,1.36739,2.36693,3.69622,23.2593,2.03556,1.66066,1.6296,3.4074,5.037,0.8519,0.8148,1.3704,9.3704,Stretch 4,6
Justin Anderson,Virginia,ACC,26,52.8,120.5,22,57.2,60.97,3.1,14.5,14,13.2,64,82,0.78,56,117,0.479,47,104,0.452,2.5,1.6,37.1,Jr,06-Jun,1,4.20367,129.325,1.7,2015,28488,all,90.2,1.45164815,44,66,12,51,0.6667,0.2353,18,21,0.8571,21,88.5752,84.0094,4.15299,121.798,9.76844,5.49031,4.27813,11.5827,27.8462,7.23767,4.34501,0.6538,3.3846,4.0385,1.7308,0.6538,0.5385,12.1923,Wing G,6
Justin Jackson,North Carolina,ACC,39,80.2,119.2,23.9,53,55.46,4.9,10.8,16,12.3,98,131,0.748,156,306,0.51,103,280,0.368,0.8,1.4,22.4,Jr,08-Jun,44,5.08049,132.578,1.7,2017,36922,all,98.4,1.63768116,83,130,73,176,0.6385,0.4148,13,13,1,15,101.543,93.9603,3.89272,215.962,8.26311,6.7892,1.47391,8.89179,32,7.38876,1.50303,1.45,3.2,4.65,2.825,0.775,0.225,18.275,Wing F,6
K.J. McDaniels,Clemson,ACC,36,82.4,111.4,28.5,50.5,56.65,8.8,15.9,12.7,16,154,183,0.842,167,317,0.527,42,138,0.304,8.9,2.3,40.2,Jr,05-Jun,32,4.53266,127.291,2.6,2014,22137,all,55.4,0.68671931,110,157,57,159,0.7006,0.3585,57,62,0.9194,32,89.9203,86.1852,4.97791,249.001,10.9635,4.07653,6.88702,12.3738,33.6667,7.23211,5.1417,2.3889,4.6944,7.0833,1.5833,1.1389,2.7778,17.0556,Stretch 4,6
Kai Jones,Texas,B12,26,54.2,116.6,18.2,62.6,64.55,10,13.4,5.4,19.1,51,74,0.689,70,109,0.642,13,34,0.382,4.2,2.1,51.7,So,11-Jun,22,2.77885,120.814,4.6,2021,71905,all,89.8,0.44446049,61,82,9,27,0.7439,0.3333,46,50,0.92,19,95.5083,90.3704,2.88256,120.864,7.84197,4.01797,3.82399,6.66978,22.8462,3.67664,2.99314,1.9615,2.8846,4.8462,0.6154,0.8462,0.9231,8.8462,PF/C,6
Kendall Marshall,North Carolina,ACC,36,77.9,113.3,17.1,52.9,55.8,0.5,7.3,45.1,27.2,55,79,0.696,77,146,0.527,28,79,0.354,0.5,2,35.1,So,04-Jun,5,3.24086,112.651,1.9,2012,16380,all,94.8,3.47519256,35,53,42,93,0.6604,0.4516,0,0,,13,96.8536,92.3192,3.89671,205.986,4.08958,4.03505,0.0545312,5.85357,33,3.6269,2.22666,0.1667,2.4444,2.6111,9.75,1.1944,0.1667,8.1389,Pure PG,6
Keon Johnson,Tennessee,SEC,27,62.5,95.2,27.3,47.4,51.71,4.8,11.2,21.2,22.5,71,101,0.703,97,198,0.49,13,48,0.271,1.9,2.6,41.1,Fr,05-Jun,45,2.04202,108.795,3.8,2021,73686,all,96.6,0.9436796,54,93,44,106,0.5806,0.4151,15,20,0.75,21,93.27,88.5922,3.35407,131.244,1.94442,-0.372935,2.31736,2.8345,25,0.439697,2.3948,1.037,2.4444,3.4815,2.4815,1.1111,0.4074,11.2593,Wing G,6
Kessler Edwards,Pepperdine,WCC,25,83.6,111.2,22.2,55.2,60.1,4.2,18.5,7.2,13.5,86,97,0.887,105,195,0.538,44,115,0.383,3.7,1.4,31.3,Jr,08-Jun,15,3.8231,118.192,2.6,2021,66410,all,43.2,0.67346265,49,74,56,121,0.6622,0.4628,11,11,1,44,100.998,97.2831,3.47908,172.384,4.43339,2.77887,1.65452,5.27019,33.9259,4.381,0.889188,1.2222,5.5926,6.8148,1.2222,0.963,1.2222,17.2222,Stretch 4,6
Kevin Knox,Kentucky,SEC,37,80.7,107,23,51.1,55.69,3.3,14.5,8.7,17.5,127,164,0.774,140,274,0.511,57,167,0.341,1,1.5,37.2,Fr,09-Jun,5,3.37023,117.546,2.7,2018,52041,all,98,0.62351453,65,99,75,174,0.6566,0.431,18,20,0.9,9,101.745,95.5374,3.79711,216.896,3.71728,2.71713,1.00016,4.20605,32.3784,3.05329,1.15276,0.8919,4.5135,5.4054,1.4324,0.8378,0.2703,15.6216,Wing F,6
Kira Lewis Jr.,Alabama,SEC,31,92.5,107.8,24.7,52,55.93,2.3,10.7,27.7,20,105,131,0.802,150,296,0.507,56,154,0.364,1.5,2.5,29.1,So,03-Jun,2,4.25118,118.438,2.8,2020,66608,all,92.4,1.47272014,117,203,33,93,0.5764,0.3548,6,6,1,13,102.441,97.7758,3.79751,234.409,4.78994,3.69911,1.09083,4.8609,37.6129,3.49621,1.36469,0.8387,3.9355,4.7742,5.2258,1.8065,0.5806,18.4839,Scoring PG,6
Lester Hudson,Tennessee Martin,OVC,30,90.6,115.3,35.5,51.7,56,6.5,18.3,27.3,15,144,164,0.878,197,381,0.517,98,284,0.345,1.7,3.3,24.7,Sr,03-Jun,,6.26497,134.098,3,2009,1026,all,,1.21567639,,,,,,,,,,58,96.5284,97.8724,3.56984,247.094,9.11737,7.93,1.18737,11.5818,36.5333,10.4465,1.1353,2.2,5.8667,8.0667,4.1333,2.1,0.6,27.7333,,6
Lorenzo Brown,North Carolina St.,ACC,33,80.4,103.5,24.7,44.9,50.94,2.4,11.4,36.7,23.6,108,140,0.771,120,258,0.465,20,76,0.263,1.6,3.4,41.9,Jr,05-Jun,2,3.53875,113.825,2.3,2013,17642,all,,2.09651187,81,133,39,125,0.609,0.312,12,12,1,52,100.419,96.2932,3.50198,219.878,4.99859,3.359,1.63958,4.68851,34.2121,3.14485,1.54366,0.6667,3.6667,4.3333,7.2424,1.9697,0.5758,12.3636,Pure PG,6
Luka Garza,Iowa,B10,31,78.8,124,30.4,59.6,61.99,10.4,18.2,12.1,8.9,141,199,0.709,237,408,0.581,44,100,0.44,5.2,1.2,39.2,Sr,11-Jun,55,7.04186,149.643,2.9,2021,51595,all,76.6,1.14893471,176,256,60,152,0.6875,0.3947,12,12,1,52,99.7365,93.9444,3.64318,209.668,10.746,8.57559,2.17042,12.4542,31.6452,11.1024,1.35175,3,5.7419,8.7419,1.7419,0.6774,1.6129,24.0968,PF/C,6
Markelle Fultz,Washington,P12,25,71.6,113.6,31.7,53.5,55.8,4,14,35.5,15.6,109,168,0.649,157,313,0.502,52,126,0.413,3.1,2.4,38.3,Fr,04-Jun,20,5.73345,133.474,2.8,2017,47677,all,99.2,1.85,71,115,86,198,0.6174,0.4343,14,15,0.9333,1,109.389,104.932,2.95682,172.067,7.58209,6.54689,1.0352,8.85802,35.68,7.68118,1.17684,1.32,4.4,5.72,5.92,1.56,1.2,23.16,Scoring PG,6
MarShon Brooks,Providence,BE,32,90.9,115.3,29.6,54.2,58.37,6.3,14.2,16,15.7,169,219,0.772,209,374,0.559,67,197,0.34,3,2.3,38.4,Sr,05-Jun,2,6.27387,134.656,2.7,2011,14026,all,40.8,0.81632653,144,212,65,162,0.6792,0.4012,27,27,1,25,103.053,98.7339,3.5569,228.498,6.65104,5.90991,0.741129,9.58382,36.5,8.53793,1.04589,2.25,4.7812,7.0312,2.5,1.5,1.2188,24.625,Wing G,6
Marvin Bagley III,Duke,ACC,33,74.8,123.8,25.8,64,64.35,13.8,21.4,8.8,14.7,131,209,0.627,247,382,0.647,23,58,0.397,2.6,1.4,47.5,Fr,11-Jun,35,6.05945,139.569,2.2,2018,50726,all,100,0.66669599,193,264,54,118,0.7311,0.4576,94,98,0.9592,2,96.4998,91.47,4.41523,234.046,8.66296,6.3114,2.35157,9.6447,33.7576,8.30044,1.34425,4,7.0909,11.0909,1.5152,0.8182,0.8788,21.0303,PF/C,6
Mike Muscala,Bucknell,Pat,33,80.2,116.8,31.7,51,57.21,12,29,18.6,10.9,175,222,0.788,218,423,0.515,4,16,0.25,7.7,1,50.6,Sr,11-Jun,31,5.47971,133.113,2.7,2013,14685,all,9.2,1.35083659,126,191,92,232,0.6597,0.3966,32,36,0.8889,44,83.836,83.7836,4.69031,257.626,10.9448,4.83395,6.11084,12.513,32.0909,8.51832,3.9947,2.9697,8.3333,11.303,2.3333,0.5152,2.3333,18.8788,C,6
Miles McBride,West Virginia,B12,29,84.3,117.9,23,49.3,54.34,3.7,9.2,28.6,13.2,100,123,0.813,110,252,0.437,46,111,0.414,1,3.2,33.9,So,02-Jun,4,5.32961,130.783,2,2021,71636,all,40.2,2.66037433,43,72,67,180,0.5972,0.3722,8,8,1,36,101.25,95.532,3.71372,187.987,9.10484,7.2145,1.89034,8.84555,34.1724,6.32612,2.51944,1.1724,2.7241,3.8966,4.8621,1.8966,0.3103,15.7931,Scoring PG,6
Miles Plumlee,Duke,ACC,34,50.9,117.3,17.6,61,62.05,16.6,22.7,5.1,20,48,76,0.632,89,146,0.61,0,0,0,4.2,1.5,52.1,Sr,10-Jun,21,2.45494,119.113,4.5,2012,8402,all,89.8,0.42855988,65,91,24,55,0.7143,0.4364,26,31,0.8387,26,94.9681,89.8214,2.5794,152.76,6.31222,3.27953,3.03269,5.34687,20.5,3.67006,1.67681,2.9118,4.2059,7.1176,0.5294,0.5294,0.9412,6.6471,C,6
Moses Moody,Arkansas,SEC,32,84.2,116,21.6,50.3,56.81,6.3,11.8,8,11.8,151,186,0.812,107,224,0.478,58,162,0.358,2,1.6,48.2,Fr,06-Jun,5,4.36787,122.629,2.7,2021,72944,all,91.4,0.96153846,62,110,45,114,0.5636,0.3947,10,11,0.9091,14,98.2513,92.4912,4.10055,195.879,5.74065,4.29972,1.44093,6.32709,33.8125,4.7656,1.56149,2,3.75,5.75,1.5625,1,0.6562,16.8438,Wing G,6
Nick Richards,Kentucky,SEC,31,73.5,123.4,20.3,64.2,67.36,11.3,18.6,1.7,15.3,109,145,0.752,163,254,0.642,0,0,0,8,0.2,57.1,Jr,11-Jun,4,4.37362,128.2,4.3,2020,51728,all,96.6,0.14285714,113,135,50,119,0.837,0.4202,64,65,0.9846,42,94.5497,90.6776,3.74135,187.041,5.49275,2.96557,2.52718,6.27526,29.6452,4.20902,2.06623,2.6129,5.1613,7.7742,0.2258,0.0968,2.129,14.0323,C,6
Nik Stauskas,Michigan,B10,36,86,124.1,23.9,58.6,64.17,1.6,8.8,18.8,14,168,204,0.824,93,186,0.5,92,208,0.442,0.9,1,51.8,So,06-Jun,11,6.30439,139.096,1.5,2014,28098,all,78.2,1.76121657,53,87,40,99,0.6092,0.404,15,17,0.8824,8,107.646,101.814,3.41738,171.682,7.59555,7.78089,-0.185343,8.41756,35.5833,8.06205,0.355509,0.4167,2.5,2.9167,3.2778,0.5556,0.3056,17.5,Combo G,6
Patrick McCaw,UNLV,MWC,31,83.4,112.6,20.3,54.6,57.93,3.4,12.7,23,16.3,80,104,0.769,92,163,0.564,62,176,0.352,1.2,3.8,30.7,So,07-Jun,22,3.24837,115.024,2.6,2016,37216,all,60.6,1.84614646,69,104,23,59,0.6635,0.3898,13,14,0.9286,38,96.4163,94.5414,3.98331,233.53,7.26551,4.22015,3.04537,7.40592,34.1613,3.93913,3.46679,1.0968,4.0968,5.1935,3.871,2.4194,0.4194,14.5161,Combo G,6
Paul Reed,DePaul,BE,28,72,108.4,23.6,53.7,56.21,11.2,25.7,11.1,16.5,59,78,0.756,165,298,0.554,15,51,0.294,9.4,3.3,22.3,Jr,09-Jun,4,3.60286,117.932,3.7,2020,50818,all,46,0.71211393,114,172,51,126,0.6628,0.4048,32,34,0.9412,58,88.7649,84.082,4.78223,254.107,10.0563,2.61417,7.44211,8.59097,31.6897,4.57062,4.02035,3.2759,7.4138,10.6897,1.6207,1.8621,2.5517,15.1379,PF/C,6
