player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,pos,player_tier
Anthony Davis,Kentucky,SEC,40,80.1,133.8,19.1,62.8,65.41,11.6,23.9,7.5,10,144,203,0.709,207,317,0.653,3,20,0.15,13.7,2.5,60.2,Fr,10-Jun,23,6.07485,139.015,2.4,2012,22364,all,100,1.21951222,152,174,55,143,0.8736,0.3846,96,98,0.9796,1,79.63,75.7599,5.62176,360.572,17.668,7.54963,10.1184,16.6573,32.025,9.09614,7.56117,2.975,7.4,10.375,1.25,1.35,4.65,14.175,C,1
Damian Lillard,Weber St.,BSky,30,87.2,122.3,32.3,54.5,62.11,1.9,14.1,28,12,215,243,0.885,129,256,0.504,86,217,0.396,0.7,2.5,51.4,Jr,02-Jun,1,6.50902,138.152,2.3,2012,4509,all,57.4,1.78260869,98,169,31,87,0.5799,0.3563,13,17,0.7647,6,101.836,103.535,2.75997,200.205,8.16164,8.79872,-0.637082,9.76622,35.3,9.05933,0.706884,0.5333,4.2667,4.8,4.1,1.5,0.2333,24.3667,Scoring PG,1
James Harden,Arizona St.,P10,35,88.3,112.8,32.6,55.3,60.66,5.5,14.6,29.2,19,204,270,0.756,163,289,0.564,58,163,0.356,1.1,3.1,59.7,So,05-Jun,,6.47615,137.102,3.2,2009,3638,all,97.4,1.25425636,,,,,,,,,,3,95.6385,89.5229,4.50387,234.839,10.3738,7.16968,3.20412,9.8125,35.8286,6.88906,2.92344,1.3714,4.2,5.5714,4.2286,1.6857,0.3143,20.1143,Scoring PG,1
Jayson Tatum,Duke,ACC,29,65.3,108.9,25.4,50.7,56.61,4.9,19.7,12.4,17.7,118,139,0.849,125,248,0.504,40,117,0.342,3.2,2.3,38.1,Fr,08-Jun,0,4.29884,124.125,3.6,2017,45563,all,99.4,0.81577449,79,126,46,122,0.627,0.377,18,21,0.8571,3,96.6201,89.1819,4.59476,209.644,6.47515,3.17569,3.29946,6.71227,33.3103,4.14057,2.5717,1.3448,6,7.3448,2.1379,1.3448,1.1379,16.8276,Wing F,1
Joel Embiid,Kansas,B12,28,45.9,112,24.4,62.9,65.5,12.7,27.3,11.5,24.1,98,143,0.685,106,166,0.639,1,5,0.2,11.7,2.3,83.6,Fr,Jul-00,21,2.99109,125.154,5.8,2014,31621,all,97.4,0.57574986,80,99,25,65,0.8081,0.3846,30,30,1,3,90.0859,83.519,3.6851,176.276,12.7402,3.37781,9.36236,10.5965,23.1071,4.24577,6.35075,2.3214,5.7857,8.1071,1.3571,0.8929,2.5714,11.1786,C,1
Kawhi Leonard,San Diego St.,MWC,34,79.6,108.7,27.7,46.3,50.78,11.4,25.9,16.4,15.1,110,145,0.759,175,371,0.472,23,81,0.284,1.9,2.8,32.1,So,06-Jun,15,4.36317,123.31,3.1,2011,13395,all,88.8,1.15998007,78,98,97,272,0.7959,0.3566,19,19,1,15,85.3916,81.558,5.15728,263.03,8.2352,3.75988,4.47532,8.27578,33,5.00299,3.27279,3.1765,7.5294,10.7059,2.5588,1.4706,0.5882,15.5588,PF/C,1
Paul George,Fresno St.,WAC,28,72.6,105.6,27.3,51,57.22,6.8,18.6,22.6,20.8,110,122,0.902,92,188,0.489,58,163,0.356,3,3.9,34.8,So,08-Jun,24,3.6053,115.82,3.5,2010,5903,all,61.6,0.96627442,70,106,22,82,0.6604,0.2683,18,22,0.8182,10,94.6435,92.7156,3.89014,210.186,6.68486,3.41633,3.26852,6.74572,33.1786,4.41774,2.32799,1.9286,5.2857,7.2143,3.0714,2.1429,0.8571,16.7143,Wing F,1
Stephen Curry,Davidson,SC,33,82.1,118,37.5,54.9,60.46,1.8,12.3,39.8,16.6,212,241,0.88,176,340,0.518,127,327,0.388,0.7,3.9,36.1,Jr,03-Jun,,6.66086,141.028,2.8,2009,1827,all,49,1.43198081,,,,,,,,,,7,89.1128,88.3785,4.44618,253.62,12.3076,9.67838,2.62918,15.279,33.8182,10.7909,4.48812,0.5758,3.9091,4.4848,5.4242,2.3333,0.2121,28.6364,Scoring PG,1
Blake Griffin,Oklahoma,B12,35,80.6,117.6,31.1,65.7,64.77,14.2,32.2,16.3,18.2,191,324,0.59,297,451,0.659,3,8,0.375,3.6,1.9,70.6,So,10-Jun,,6.39363,139.82,3.1,2009,2804,all,97,0.6896479,,,,,,,,,,1,87.4256,82.5913,5.02664,316.56,11.3401,6.90629,4.43384,12.3844,33.2857,9.59816,2.78622,3.8571,10.5429,14.4,2.2857,1.1143,1.1714,22.6857,PF,2
DeMar DeRozan,USC,P10,35,82.8,108.2,22.3,53.1,55.51,9.3,11.6,9.6,17.1,95,147,0.646,186,331,0.562,6,36,0.167,1.2,1.6,40.1,Fr,07-Jun,,3.64464,115.966,2.5,2009,5417,all,99,0.69861438,,,,,,,,,,9,99.6449,91.3877,4.01033,189.502,4.60647,3.24057,1.3659,4.94133,33.3714,3.50114,1.44019,2.4,3.3429,5.7429,1.4571,0.8857,0.3714,13.8571,Wing F,2
DeMarcus Cousins,Kentucky,SEC,38,58.2,113.5,30.8,56,57.93,19.9,24.9,9.2,16,162,268,0.604,205,363,0.565,1,6,0.167,7.5,2.4,72.6,Fr,11-Jun,15,4.03974,134.534,5.5,2010,13656,all,99.6,0.487187,144,189,57,163,0.7619,0.3497,53,57,0.9298,5,83.3244,79.3387,3.80857,242.468,9.60971,4.65779,4.95191,9.60263,23.5,6.16153,3.4411,4.0526,5.7895,9.8421,1,0.9737,1.7632,15.1316,C,2
Devin Booker,Kentucky,SEC,38,51.9,121,20.5,57.1,60.02,2.6,7.8,10.9,13.8,53,64,0.828,77,146,0.527,58,141,0.411,0.3,1.3,22.3,Fr,06-Jun,1,3.19131,128.601,2.8,2015,52495,all,95.8,1.13515453,42,59,35,88,0.7119,0.3977,8,9,0.8889,13,91.0701,86.245,3.04056,117.322,6.83479,5.679,1.15579,8.23184,21.5,5.91621,2.31563,0.4474,1.5526,2,1.1053,0.4474,0.0526,10.0263,Wing G,2
Donovan Mitchell,Louisville,ACC,34,80.1,114.4,23.3,49.8,53.4,3.7,12.9,16,12.7,87,108,0.806,101,218,0.463,80,226,0.354,1.7,3.7,24.3,So,03-Jun,45,4.31111,125.688,3.2,2017,41754,all,94.4,1.66067641,64,116,37,101,0.5517,0.3663,9,13,0.6923,13,93.2413,86.2419,4.74913,232.285,10.0466,6.17702,3.86963,10.1032,32.2941,5.39252,4.7107,1.0882,3.7647,4.8529,2.7353,2.0588,0.5,15.5588,Combo G,2
Draymond Green,Michigan St.,B10,37,82.8,107.3,28.2,50.4,54.22,8.2,28.5,24.2,19.7,125,173,0.723,160,338,0.473,52,134,0.388,3.4,2.7,36.7,Sr,07-Jun,23,4.64124,124.752,3.4,2012,8827,all,86.4,1.25893629,101,165,59,173,0.6121,0.341,13,14,0.9286,35,83.1827,77.9306,5.56188,304.211,11.3117,4.6544,6.65732,11.033,33.2162,5.98404,5.04892,2.1351,8.4865,10.6216,3.8108,1.4595,0.973,16.2432,Stretch 4,2
Ja Morant,Murray St.,OVC,30,86.3,118.3,22.9,50,56.34,6.6,15.8,32.9,18.9,107,134,0.799,103,196,0.526,24,82,0.293,1.3,1.7,48.2,Fr,03-Jun,12,4.06599,121.379,2.4,2018,50678,all,,2.54423192,89,147,12,43,0.6054,0.2791,15,15,1,2,98.994,100.8,3.4329,189.75,5.66542,3.7366,1.92882,5.20396,34,3.94073,1.26323,1.7188,4.7812,6.5,6.2812,0.9375,0.4062,12.7188,Scoring PG,2
Ja Morant,Murray St.,OVC,31,93.5,115.6,36,54.7,60.77,4.1,12.6,51.4,22,211,259,0.815,194,356,0.545,56,152,0.368,2.2,2.4,51,So,03-Jun,12,6.4241,136.933,1.6,2019,50678,all,,1.92941848,160,264,34,92,0.6061,0.3696,28,31,0.9032,2,97.0275,97.5625,4.14151,228.668,8.98151,6.94206,2.03945,9.95298,36.6061,8.27687,1.67611,1.2121,4.4848,5.697,9.9394,1.7576,0.8182,24.4848,Pure PG,2
Jamal Murray,Kentucky,SEC,36,87.1,118,25.4,55.9,59,4.9,11.1,12.1,15.3,119,152,0.783,131,261,0.502,113,277,0.408,0.9,1.6,28.3,Fr,04-Jun,23,5.57218,133.06,2.4,2016,41317,all,98.2,0.94047056,77,111,54,150,0.6937,0.36,18,19,0.9474,7,101.145,96.6981,3.89906,209.711,8.14115,7.25949,0.88166,8.97041,35.1944,8.14081,0.829595,1.4722,3.6944,5.1667,2.1944,0.9722,0.3056,20,Wing G,2
Jaylen Brown,California,P12,34,68.3,95.4,30.9,47.1,51.76,4.5,16.5,15.1,21,142,217,0.654,133,276,0.482,30,102,0.294,2.2,1.7,57.4,Fr,07-Jun,0,2.32017,111.435,4.6,2016,38792,all,99.4,0.63810632,98,160,35,116,0.6125,0.3017,21,25,0.84,3,96.1781,91.4564,3.55465,185.694,2.64996,0.00518571,2.64478,2.67159,27.6176,0.728962,1.94263,1.0588,4.2941,5.3529,1.9706,0.7941,0.6471,14.6471,Wing F,2
Jimmy Butler,Marquette,BE,37,86.3,122,21.2,51.6,58.67,8.2,12,13.2,11.6,188,240,0.783,167,324,0.515,20,58,0.345,1.1,2.4,62.8,Sr,06-Jun,33,5.34463,129.53,1.5,2011,9284,all,,1.59253177,106,158,61,166,0.6709,0.3675,17,17,1,30,101.483,95.5339,3.76171,229.305,8.14842,6.26759,1.88083,8.54764,34.6486,6.89473,1.65292,2.4324,3.6486,6.0811,2.3243,1.4324,0.3514,15.7297,Wing G,2
John Wall,Kentucky,SEC,37,83.9,108.7,26.9,50.3,56.18,2.7,10.1,34.8,24.2,175,232,0.754,165,324,0.509,37,114,0.325,1.5,2.9,53,Fr,04-Jun,11,4.60411,123.007,2.2,2010,12637,all,99.8,1.61745724,116,182,40,127,0.6374,0.315,33,36,0.9167,1,93.3072,88.793,4.50963,247.229,7.09124,4.39997,2.69126,7.72509,34.8108,4.82966,2.89544,0.8108,3.4865,4.2973,6.5135,1.7838,0.5135,16.6486,Pure PG,2
Karl-Anthony Towns,Kentucky,SEC,39,52.3,122.7,24.2,57,62.72,14.1,22.2,11.5,16.6,109,134,0.813,143,248,0.577,2,8,0.25,11.4,1.4,52.3,Fr,11-Jun,12,3.68761,136.184,5.6,2015,35836,all,99.2,0.8301693,87,121,56,128,0.719,0.4375,22,24,0.9167,1,77.2779,73.2127,3.93509,202.777,14.8828,5.63939,9.24336,13.1262,21.1282,6.31975,6.80643,2.359,4.3333,6.6923,1.1282,0.4615,2.2564,10.2821,C,2
Khris Middleton,Texas A&M,B12,19,44.3,96,28.6,45.1,48.32,5.7,15.8,19,16.5,39,52,0.75,77,160,0.481,19,74,0.257,1.1,2.1,22.2,Jr,07-Jun,22,2.62152,110.524,2.7,2012,12631,all,79.8,1,24,39,53,121,0.6154,0.438,2,3,0.6667,39,96.8178,90.5318,3.58719,98.5027,3.92283,2.03078,1.89205,5.42874,29.0526,3.89037,1.53836,1.3684,3.7368,5.1053,2.1579,0.9474,0.2632,13.1579,Wing F,2
Klay Thompson,Washington St.,P10,34,83,107.6,31.9,52.5,57.37,2.6,14,25,17.8,155,185,0.838,142,305,0.466,98,246,0.398,3.1,2.8,33.6,Jr,06-Jun,1,5.10318,127.806,3.4,2011,8716,all,91.8,1.10433421,66,110,76,195,0.6,0.3897,8,8,1,11,95.6906,90.6275,4.32507,240.14,8.36312,5.57615,2.78698,9.38485,34.6765,6.81102,2.57382,0.7353,4.5,5.2353,3.7353,1.6471,0.9412,21.5588,Combo G,2
Kyrie Irving,Duke,ACC,11,20.5,130.5,27.2,61.5,69.7,2.3,10.6,29.8,18.6,64,71,0.901,37,65,0.569,18,39,0.462,1.8,3,68.3,Fr,02-Jun,1,6.12884,149.048,3,2011,18579,all,99.8,1.74076183,26,39,11,26,0.6667,0.4231,0,0,,1,91.7011,87.1588,3.80115,61.4034,12.1928,9.40502,2.78781,13.8646,27.5455,9.48637,4.37825,0.5455,2.8182,3.3636,4.2727,1.4545,0.5455,17.4545,Scoring PG,2
Pascal Siakam,New Mexico St.,WAC,32,87,115.4,28,54,56.88,13.4,23.5,11.2,12.6,133,194,0.686,255,466,0.547,3,15,0.2,6.4,1.7,40.3,So,09-Jun,43,4.64714,125.441,3.1,2016,37123,all,,0.76119968,129,175,126,291,0.7371,0.433,31,32,0.9688,27,86.8008,88.45,4.89153,275.465,7.23334,2.53836,4.69498,8.29928,35.3438,5.33606,2.96322,4,7.8438,11.8438,1.5938,1,2.2188,20.375,C,2
Shai Gilgeous-Alexander,Kentucky,SEC,37,84,114.1,22.8,51.6,57.87,3.2,10,28.8,19.8,143,174,0.822,160,320,0.5,23,57,0.404,1.7,2.8,46.2,Fr,06-Jun,22,4.39339,125.112,2,2018,51731,all,94,1.90907054,108,182,52,138,0.5934,0.3768,11,11,1,11,100.791,94.6415,4.06009,235.269,7.76378,4.95128,2.8125,8.11177,33.7297,5.06269,3.04908,0.8919,3.2432,4.1351,5.1081,1.6486,0.4865,14.3784,Scoring PG,2
Zion Williamson,Duke,ACC,33,64.9,129.2,28.2,70.8,70.19,12.8,18,15,15.2,130,203,0.64,272,364,0.747,24,71,0.338,5.8,3.9,46.7,Fr,07-Jun,1,6.77463,152.849,2.8,2019,65847,all,99.2,0.87180573,247,313,25,51,0.7891,0.4902,72,79,0.9114,1,86.7976,81.398,4.97916,256.043,16.4625,10.1581,6.30444,18.6726,29.9697,12.8016,5.87104,3.5152,5.3636,8.8788,2.0606,2.1212,1.7879,22.6061,Wing F,2
Andre Drummond,Connecticut,BE,34,70.3,100.7,20.8,53.8,50.93,14.2,15.5,3.4,16,26,88,0.295,157,290,0.541,0,2,0,9.9,1.8,30.1,Fr,10-Jun,12,2.16691,106.547,3.1,2012,20311,all,83.4,0.28847914,130,185,27,105,0.7027,0.2571,80,89,0.8989,9,95.5401,90.5331,3.4961,200.006,5.56709,0.789686,4.7774,4.32984,28.4412,1.78075,2.5491,3.3529,4.2059,7.5588,0.4412,0.8235,2.7059,10,C,3
Anthony Edwards,Georgia,SEC,31,81.3,103,28.8,47,51.73,2.4,14.5,17.9,15.4,127,165,0.77,126,251,0.502,69,237,0.291,1.6,2.3,33.8,Fr,05-Jun,5,3.75333,118.582,2.7,2020,71877,all,99.8,1.04597616,89,129,37,122,0.6899,0.3033,27,27,1,1,102.774,98.2752,3.28191,198.311,3.96519,3.54189,0.423291,4.92848,33.0312,4.38554,0.542943,0.75,4.4688,5.2188,2.8438,1.3438,0.5625,19.0625,Wing G,3
Bam Adebayo,Kentucky,SEC,38,75.1,118.4,19.2,59.9,62.36,11.2,17.2,4.7,15.5,154,236,0.653,170,283,0.601,0,1,0,4.9,1.2,83.1,Fr,10-Jun,3,3.84685,123.847,3.5,2017,47569,all,98.4,0.5,138,185,32,99,0.7459,0.3232,99,105,0.9429,14,94.9632,89.4485,4.11488,246.428,7.65156,3.40022,4.25134,6.89197,30.1316,3.9336,2.95837,3.1053,4.8947,8,0.8421,0.6842,1.5,13,C,3
Ben Simmons,LSU,SEC,33,86.5,112.9,28.2,56.1,59.95,9.6,26.8,27.4,18.6,199,297,0.67,215,383,0.561,1,3,0.333,2.5,3.1,76.9,Fr,10-Jun,25,5.11444,129.536,3.2,2016,41356,all,100,1.4234451,159,220,55,161,0.7227,0.3416,56,61,0.918,1,97.3738,93.3664,4.27519,290.86,10.2899,5.24639,5.04354,9.83468,34.8788,6.65406,3.18062,3.1212,8.6364,11.7576,4.7879,1.9697,0.8182,19.1515,Wing F,3
Bradley Beal,Florida,SEC,37,84.7,112.3,22.4,52.5,57.45,4.8,18.1,12.7,17,133,173,0.769,112,207,0.541,63,186,0.339,2.6,2.5,44,Fr,03-Jun,23,4.50413,122.639,2.4,2012,22042,all,99.4,1.05063003,89,137,23,70,0.6496,0.3286,18,20,0.9,3,95.4954,92.1814,4.01915,257.355,8.02626,5.01541,3.01084,7.56367,34.2432,5.27745,2.28623,1.3514,5.3784,6.7297,2.2432,1.3784,0.8378,14.7568,Wing G,3
Brandon Ingram,Duke,ACC,36,85.9,112.1,24.6,52.5,55.25,6.1,15.4,11.3,13.7,116,170,0.682,134,289,0.464,80,195,0.41,3.6,1.9,35.1,Fr,09-Jun,14,4.44841,124.254,2.4,2016,40152,all,99.6,0.98610002,69,117,65,172,0.5897,0.3779,17,17,1,2,103.403,95.9335,3.93885,237.974,6.30806,4.07465,2.23341,6.79962,34.6111,5.53645,1.26317,1.8611,4.9167,6.7778,1.9722,1.1111,1.3611,17.3333,Stretch 4,3
Cade Cunningham,Oklahoma St.,B12,27,78,104.1,28.6,51.6,57.46,2.3,16.2,20.2,22,132,156,0.846,114,246,0.463,62,155,0.4,2.3,2.5,38.9,Fr,08-Jun,2,4.33352,121.343,2.8,2021,72372,all,100,0.84543827,67,108,46,137,0.6204,0.3358,7,9,0.7778,1,96.0766,89.9995,4.47388,207.722,6.28955,3.1998,3.08975,7.41636,35.4074,4.87999,2.53637,0.7037,5.4815,6.1852,3.4444,1.5926,0.7778,20.2222,Wing F,3
D'Angelo Russell,Ohio St.,B10,35,84.3,113.6,29.9,54.1,57.29,3.6,15.4,30.1,17.3,118,156,0.756,136,284,0.479,95,231,0.411,1.1,2.8,30.3,Fr,05-Jun,0,5.59686,133.261,2.5,2015,38468,all,97,1.71567788,70,110,66,174,0.6364,0.3793,4,4,1,2,93.834,89.143,4.47433,233.345,9.16316,6.8867,2.27646,10.9303,33.9429,8.22413,2.70618,1,4.6571,5.6571,5,1.5714,0.3143,19.2857,Scoring PG,3
Darius Garland,Vanderbilt,SEC,5,10.8,110.1,26.9,63.9,65.75,1.6,13.7,25.7,23.2,12,16,0.75,18,31,0.581,11,23,0.478,1.5,1.7,29.6,Fr,02-Jun,10,2.88604,117.376,2,2019,65919,all,97.4,0.86666663,10,16,8,15,0.625,0.5333,0,0,,5,105.122,104.278,2.42904,24.6937,2.89816,2.82961,0.0685464,4.60109,27.8,3.46734,1.13375,0.4,3.4,3.8,2.6,0.8,0.4,16.2,Combo G,3
De'Aaron Fox,Kentucky,SEC,36,69.8,110.7,27.6,49.7,54.81,2.1,12.2,28.6,15.8,156,211,0.739,197,379,0.52,17,69,0.246,0.7,2.7,47.1,Fr,03-Jun,0,4.17697,127.661,3.4,2017,47561,all,99,1.89651191,131,203,66,176,0.6453,0.375,20,21,0.9524,5,96.0513,90.564,3.93508,219.063,7.14293,4.40484,2.73808,7.17309,29.5556,3.96048,3.21261,0.5833,3.3889,3.9722,4.5833,1.4722,0.1944,16.6944,Scoring PG,3
Domantas Sabonis,Gonzaga,WCC,35,79.9,120,26,61.2,65.09,11.6,28.2,11.4,18.5,149,194,0.768,224,364,0.615,5,14,0.357,2.7,1.1,51.3,So,11-Jun,11,4.95322,131.645,4,2016,33822,all,60.2,0.68477518,157,214,67,149,0.7336,0.4497,22,24,0.9167,11,90.7655,88.0512,4.53415,263.303,7.50443,3.90304,3.60139,7.6708,32.0571,5.39611,2.27469,3.0286,8.8,11.8286,1.8,0.6,0.8857,17.4857,PF/C,3
Gordon Hayward,Butler,Horz,37,81.2,113.3,24.4,52.7,60.13,7.6,23.4,12.1,17.5,179,216,0.829,126,213,0.592,47,160,0.294,2.8,2,57.9,So,09-Jun,20,4.5571,123.856,2.5,2010,6696,all,,0.72942144,89,128,34,77,0.6953,0.4416,19,20,0.95,9,88.9765,84.8713,4.82144,258.749,8.61433,3.93472,4.67961,8.95662,33.4865,5.68736,3.26926,1.9459,6.2973,8.2432,1.6757,1.0811,0.8108,15.4595,Stretch 4,3
Isaiah Thomas,Washington,P10,35,79.1,114.3,27.2,51.7,56.25,2.5,9.5,32.7,19,151,210,0.719,128,250,0.512,60,172,0.349,0.2,2.3,49.8,Jr,09-May,2,5.04539,130.894,2.7,2011,8712,all,57.6,2.0480918,85,126,43,124,0.6746,0.3468,1,3,0.3333,60,99.5797,94.9239,3.51267,197.365,6.44643,6.24487,0.201557,7.19152,31.8571,5.9993,1.19221,0.7429,2.7714,3.5143,6.0857,1.3429,0.0571,16.7714,Scoring PG,3
Jeff Teague,Wake Forest,ACC,31,79.9,113.1,26.2,54.6,61.47,1.7,8.6,20.2,21,179,219,0.817,135,269,0.502,45,102,0.441,2,3.1,59,So,02-Jun,,4.56874,125.453,2.7,2009,1633,all,90,1.05770834,,,,,,,,,,19,95.1768,90.6154,3.95475,203.186,6.6175,4.81044,1.80706,8.47287,31.9677,5.78494,2.68792,0.4839,2.8065,3.2903,3.5484,1.871,0.6452,18.8387,Pure PG,3
Jrue Holiday,UCLA,P10,35,67.6,107.2,20.5,50.4,53.15,6,11.8,23.8,23.4,45,62,0.726,85,161,0.528,27,88,0.307,2.1,3.5,24.9,Fr,03-Jun,,2.69889,113.024,3.2,2009,5415,all,99.6,1.71995891,,,,,,,,,,17,95.4139,90.0492,3.39905,183.665,8.33521,4.49208,3.84313,6.74022,27.1429,3.30703,3.43319,1.2571,2.5143,3.7714,3.6857,1.5714,0.5143,8.4571,,3
Julius Randle,Kentucky,SEC,40,76.3,111.2,26.2,50.4,56.59,13.4,24.7,10,18.7,204,289,0.706,193,374,0.516,3,18,0.167,2.6,1,73.7,Fr,09-Jun,30,4.16801,127.016,3,2014,29051,all,99.8,0.5643564,132,197,61,176,0.6701,0.3466,37,40,0.925,7,96.732,91.0035,4.09889,249.652,5.23199,3.14857,2.08342,6.28816,30.825,4.90839,1.37976,3.5,6.925,10.425,1.425,0.5,0.775,14.975,C,3
Kemba Walker,Connecticut,BE,41,92.4,117.8,31.5,47.8,54.3,3.9,11.5,28,11.8,258,315,0.819,241,512,0.471,75,227,0.33,0.5,3.1,42.6,Jr,01-Jun,15,7.49948,143.405,1.5,2011,9075,all,97.8,1.9784861,115,196,126,316,0.5867,0.3987,3,3,1,9,97.6871,91.1048,4.59401,280.051,11.104,9.07703,2.02696,12.3485,37.6341,9.21951,3.12896,1.2927,4.1463,5.439,4.4878,1.878,0.1707,23.5366,Scoring PG,3
Nikola Vucevic,USC,P10,34,87,115.9,25.1,53.9,57.8,9.8,25.6,11,12.1,123,163,0.755,186,343,0.542,29,83,0.349,4.4,0.9,38.3,Jr,10-Jun,5,5.23004,128.258,3.2,2011,5408,all,44,0.93100417,97,138,89,205,0.7029,0.4341,20,24,0.8333,16,93.3056,88.3293,4.65874,244.636,8.27907,4.1751,4.10397,8.82136,34.9118,6.33822,2.48314,2.8529,7.4412,10.2941,1.5882,0.5294,1.3824,17.1176,PF/C,3
Trae Young,Oklahoma,B12,32,87.5,112.1,38.4,51.9,58.62,1.3,9.9,48.3,20,236,274,0.861,143,290,0.493,118,327,0.361,0.7,2.5,44.4,Fr,02-Jun,11,7.06714,145.644,2,2018,51469,all,95.6,1.65865722,105,201,38,89,0.5224,0.427,0,0,,5,106.864,100.301,3.53946,216.691,9.94112,9.5331,0.408018,10.1526,35.4062,9.41387,0.738749,0.4375,3.4688,3.9062,8.6562,1.6875,0.25,27.375,Pure PG,3
Tyrese Haliburton,Iowa St.,B12,22,62.8,120.1,21.5,61.1,63.12,4.6,13.7,35.3,20.1,37,45,0.822,71,120,0.592,52,124,0.419,2,3.8,18.4,So,05-Jun,22,5.61471,129.703,1.4,2020,65663,all,65.6,2.32787537,46,62,26,60,0.7419,0.4333,7,8,0.875,12,99.913,95.5011,4.02987,173.371,10.7958,8.19211,2.60368,10.7384,36.6818,7.40487,3.3335,1.4545,4.4091,5.8636,6.4545,2.4545,0.6818,15.2273,Scoring PG,3
Victor Oladipo,Indiana,B10,36,70.4,122.7,22.6,64.8,67.12,11.7,14,15.2,21.1,97,130,0.746,152,236,0.644,30,68,0.441,2.8,4.6,42.8,Jr,05-Jun,4,4.92927,134.339,3.5,2013,18513,all,73,0.90244967,127,182,25,54,0.6978,0.463,35,36,0.9722,2,85.8364,81.39,4.35053,246.196,15.2772,8.79828,6.47896,14.3486,28.3611,8.76043,5.58813,2.5833,3.75,6.3333,2.0556,2.1667,0.7778,13.6389,Wing G,3
Zach LaVine,UCLA,P12,37,60.7,107.3,19,52.4,54.48,2.4,9.5,12.6,13.9,47,68,0.691,79,160,0.494,48,128,0.375,0.8,2.1,23.6,Fr,05-Jun,14,1.90023,110.248,3.2,2014,31114,all,90,1.57149149,51,90,28,68,0.5667,0.4118,21,25,0.84,13,103.564,98.8807,2.59395,148.504,2.74348,2.46177,0.281707,1.99942,24.4324,1.46349,0.535932,0.4865,2.0541,2.5405,1.7838,0.8919,0.1622,9.4324,Wing G,3
Aaron Gordon,Arizona,P12,38,77.1,105.5,23.2,51.6,50.27,10.4,19.3,13,12.4,76,180,0.422,173,337,0.513,16,45,0.356,3.4,1.8,47.1,Fr,08-Jun,11,2.9415,115.178,3,2014,29525,all,99.6,1.36361758,137,198,36,140,0.6919,0.2571,54,56,0.9643,4,87.7492,83.3035,4.96193,242.823,8.3179,2.89022,5.42768,7.17364,31.2368,3.32065,3.85299,2.6842,5.2895,7.9737,1.9737,0.8947,1.0263,12.3684,Wing F,4
Andrew Wiggins,Kansas,B12,35,81.4,112.3,25.1,49.9,56.34,8.4,12.3,9.2,15.9,176,227,0.775,146,296,0.493,43,126,0.341,3.1,2.1,53.8,Fr,08-Jun,22,4.33229,126.019,3.3,2014,31626,all,100,0.67502293,92,132,54,161,0.697,0.3354,36,40,0.9,1,101.712,94.4649,3.98001,206.932,7.14569,4.66538,2.48031,6.97725,32.8,5.14855,1.8287,2.1714,3.6857,5.8571,1.5429,1.1714,0.9714,17.0571,Wing F,4
Avery Bradley,Texas,B12,34,72.9,105.2,19,48.9,49.58,3.5,6.6,12.4,14.6,36,66,0.545,117,256,0.457,42,112,0.375,1.6,2.4,17.9,Fr,02-Jun,0,2.47167,108.917,3.2,2010,12555,all,99.4,1.36537211,47,89,70,167,0.5281,0.4192,14,16,0.875,19,97.7023,92.5408,3.43879,176.727,5.12429,3.17971,1.94458,4.06416,29.5,1.96455,2.09962,0.9706,1.9118,2.8824,2.0882,1.2941,0.5294,11.6471,Combo G,4
Bobby Portis,Arkansas,SEC,36,74.2,118.9,25.7,55.2,58.23,13.6,20.2,8.8,11.5,115,156,0.737,236,436,0.541,14,30,0.467,4.8,2.1,33.5,So,10-Jun,10,4.893,132.908,2.9,2015,29460,all,96.8,0.74999998,149,204,87,229,0.7304,0.3799,32,36,0.8889,22,95.8038,92.078,3.6384,235.735,7.92782,5.11539,2.81243,8.39995,29.8889,7.31961,1.08034,3.6944,5.2222,8.9167,1.1667,1.0833,1.3889,17.4722,PF/C,4
C.J. McCollum,Lehigh,Pat,12,31,115.7,35,58,62.75,4,14.5,25.1,14.7,62,73,0.849,63,130,0.485,33,64,0.516,1.2,2.7,37.6,Sr,03-Jun,3,5.69178,136.816,2.3,2013,17390,all,9.8,1.09374883,34,63,29,67,0.5397,0.4328,3,3,1,10,97.4339,96.5057,3.16236,72.2165,6.97876,7.26103,-0.28227,9.31489,31,9.03588,0.279008,1,4,5,2.9167,1.4167,0.3333,23.9167,Combo G,4
